,title,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
2122,Frostpunk: Console Edition,"Oct 11, 2019","Strategy, Action Adventure, Management, Survival, Government",Xbox One,11 bit studios,M,,84,8.2,9,49,1 Player,"In a completely frozen world, people develop steam-powered technology to oppose the overwhelming cold. Society in its current form becomes ineffective and it has to change in order to survive."
2123,Unity of Command,"Nov 15, 2011","Strategy, Turn-Based, Historic, General",PC,2x2 Games,,,84,7.2,7,70,1 Player,"Unity of Command lets you replay the epic conflict that was the Stalingrad Campaign of World War II. In this turn-based game of strategy and cunning, observe how opportunity leads the German army to advance recklessly into the steppes of southern Russia. And as the story unfolds, join the Soviet campaign to repel the invaders... As these legendary battles play out on the hex board, the tension of decision making and difficulties of conducting operations on a massive scale emerge. Command armies and fronts in maneuver warfare, thrust and encircle, capture cities and cross continents; but never, ever forget to watch your supply lines."
2124,NBA Live 2005,"Sep 28, 2004","Sports, Traditional, Basketball, Sim",PlayStation 2,EA Canada,E,,84,8.2,21,48,"1-8 Players, 2 Players Online","The EA Sports Freestyle Control continues to revolutionize your ability to play simulation basketball?and, now more than ever, it's about expressing your game in flight with Freestyle Air. In addition to all-new dunks, alley-oops, and adjustable jump shots in mid-air, new user-controlled put-back and tip-in technologies reward players who box out, wipe the glass, and go back up for a quick bucket. On defense, take more control over shot blocking to own the paint. Freestyle Air elevates NBA Live 2005 above the rim in the all-new NBA All-Star Weekend mode by allowing users to take complete control and create jaw-dropping, customized dunks in the Slam Dunk Contest. With thousands of unique dunk scenarios?from bouncing the ball off the backboard, to jumping from the free throw line, to going between your legs in mid flight?Freestyle Air lets you express your game on the court, and above it. Also featuring the 3-Point Shootout, the Rookie Challenge, and the NBA All-Star Game, All-Star Weekend is available as a stand-alone game mode as well as within Dynasty Mode. Be the architect of your own unstoppable dynasty, and watch your franchise flourish for 25 seasons. Jump into games with simulation intervention and use the customizable PDA to stay updated with important league news, team information, and other announcements. New free agency logic allows users to negotiate contracts and manage the salary cap using real dollars for the first time. [Electronic Arts]"
2125,Colin McRae Rally 04,"Mar  4, 2004","Driving, Racing, Rally / Offroad",Xbox,Codemasters,E,,84,8.2,33,21,1-4 Players,"This year's installment in the Colin McRae Rally series features new championships, new single- and multiplayer modes, and different car-part-testing challenges. You can drive any car from the start in the Open Championship mode; you can compete in a full rally season; or you can specialize in a 4- or 2-wheel-drive championship. You can also put together your favorite or themed stages, which can include straights, jumps, or hills. More than 20 vehicles, which exhibit improved physics and handling, are available for play, including the Citroen Xsara, Mitsubishi EVO 7, and Subaru Impreza."
2126,Skies of Arcadia Legends,"Jan 27, 2003","Role-Playing, Console-style RPG",GameCube,Overworks,T,Mild Violence Suggestive Themes,84,8.7,31,119,1 Player,"Grasp the wheel of your air-ship and prepare to embark on a legendary adventure. You are Vyse, a young member of the Blue Rogue pirates. Together with your childhood friend Aika and Fina, a mysterious girl, you are locked in an epic struggle with a powerful enemy nation for the fate of the world. You must gather your own crew of air pirates and journey through uncharted skies to vanquish the empire from every corner of the map. Along the way, you'll wage battles against savage monsters and evil pirates as you make a name for yourself on land and in the sky."
2127,MotoGP,"May 19, 2002","Driving, Racing, Motorcycle, Street",Xbox,Climax Group,E,,84,8.2,18,17,1-4 Players,"MotoGP puts you behind the handlebars of some of the fastest machines on two wheels. Take control of any of the bikes and riders from the world of Grand Prix Motorcycle racing, and race across 10 real-world tracks in a variety of game modes. In Grand Prix and Training modes, you can develop your own rider's attributes and then race to unlock tracks, riders, cheats, and bikes. Show off your speed and style in single-player tournaments or multiplayer races."
2128,Fear Effect 2: Retro Helix,"Feb 21, 2001","Action Adventure, Horror",PlayStation,Kronos Digital Entertainment,M,Animated Blood and Gore Animated Violence Suggestive Themes,84,7.2,15,25,1 Player,"Fear Effect 2: Retro Helix is the prequel to the critically acclaimed hit Fear Effect on the PlayStation game console. In this chapter, we delve into the colorful histories of the original cast of three mercenaries as well as the extraordinary circumstances that brought them together.
- Hana Tsu-Vachel, our beautiful assassin, trained to deal in love as well as death, desired by many yet belonging to none.
- Royce Glas, a master operative in the field of counter intelligence whose daily existence is haunted by his dark past.
- Jakob 'Deke' Decourt, a cold-blooded killer driven by money and murder.
- Introducing Rain Qin, close companion to Hana with unparalleled beauty wrapped around a dark secret core.

Their adventure will take us to the chaotic alternate reality of Hong Kong, Hells Kitchen in New York City, the formidable Walled City of Xi'an, the lost tomb of the First Emperor of China and finally into the legendary mountain-island of the immortals; Penglai Shan. As they reach their final destination and come face to face with Rain's evil twin sister Mist, in this faithful moment in time, you will get to decide who is to live and who is to die."
2129,Sega GT,"Aug 29, 2000","Driving, Racing, GT / Street",Dreamcast,TOSE,E,,84,7.9,25,17,1 Player,"Sega GT attempts to capture some of Gran Turismo's formula for the Dreamcast, but it ultimately falls short due to poor control and an unintuitive interface."
2130,Midnight Club 3: DUB Edition,"Apr 11, 2005","Driving, Racing, GT / Street",Xbox,Rockstar San Diego,E10+,Mild Language Mild Violence,84,7.4,53,44,"1-2 Players, 8 Players Online","The third installment in the Midnight Club series arrives with more speed, choices, and chrome than previous editions. Midnight Club 3: DUB Edition delivers fast, open-city racing in Atlanta, San Diego, and Detroit, complete with eight-player online competition and vehicle customization. Now you can drive authentic SUVs, import tuners, muscle cars, choppers, and luxury rides, as well as upgrade their rims, trims, and more."
2131,Nobody Saves the World,"Apr 14, 2022","Role-Playing, Action RPG",Switch,DrinkBox Studios,T,,84,tbd,9,,2 Players,"When the ancient Calamity re-awakens, who can save the world? Nobody! (That's you, you're Nobody.) Master the art of transformation to become a Slug, Ghost, Dragon, and more in this new take on Action RPGs from the creators of Guacamelee!

Complete quests to discover and swap between 15+ varied and distinct Forms. Mix and match abilities in unexpected ways to unlock and complete even MORE challenging quests. Explore a vast overworld - on your own or with a friend online - while clearing shape-shifting dungeons in an effort to stop The Calamity and save the world!"
2132,The Missing: JJ Macfield and the Island of Memories,"Oct 11, 2018","Action, Action Adventure, General",Xbox One,White Owls,M,,84,7.0,8,13,1 Player,"The blunt disappearance of a close friend encourages J.J. to go look for her on the strange Island of Memories. You can’t die on this nightmare island, even if you’re seriously injured. No matter how many times J.J.’s brought back from the grips of death, she drags her mangled body deeper into the woods to find her friend."
2133,Hearthstone: Heroes of Warcraft - The Grand Tournament,"Aug 24, 2015","Strategy, Turn-Based, Card Battle",PC,Blizzard Entertainment,,,84,4.0,8,141,1 Player,"132 new cards add a cavalry of noble knights, powerful steeds, potent spells, and more to your collection. A new keyword, Inspire, rallies minions to perform great acts of courage as they fight in your honor for a hard-earned victory."
2134,Marvel vs. Capcom 3: Fate of Two Worlds,"Feb 15, 2011","Action, Fighting, Fighting, 2D, 2D",PlayStation 3,Capcom,T,Mild Language Partial Nudity Sexual Themes Violence,84,7.3,56,161,Up to 8 Players,"After a decade of waiting, iconic Marvel and Capcom characters join forces again in a re-envisioned team fighting game for a new generation. Fill the shoes of legendary characters from the most beloved franchises in entertainment as you battle in a living comic book brought to life in a VS. fighting game for the first time by Capcom’s MT Framework. "
